block,y,x,count
partner_network,24,14,9
partner_network,13,17,9
partner_network,13,18,9
partner_network,36,36,9
partner_network,59,26,9
partner_network,13,32,9
partner_network,31,31,9
partner_network,24,56,9
partner_network,14,12,9
partner_network,48,7,9
partner_network,25,10,9
partner_network,14,19,9
partner_network,14,24,9
partner_network,58,7,9
partner_network,48,9,9
partner_network,14,51,9
partner_network,43,54,9
partner_network,25,24,9
partner_network,43,55,9
partner_network,15,7,9
partner_network,41,6,9
partner_network,15,24,9
partner_network,15,18,9
partner_network,41,10,9
partner_network,46,27,9
partner_network,26,16,9
partner_network,16,25,9
partner_network,16,31,9
partner_network,26,43,9
partner_network,33,5,9
partner_network,17,9,9
partner_network,26,54,9
partner_network,17,26,9
partner_network,17,27,9
partner_network,27,5,9
partner_network,49,49,9
partner_network,54,29,9
partner_network,18,10,9
partner_network,18,31,9
partner_network,33,55,9
partner_network,49,53,9
partner_network,27,51,9
partner_network,84,6,9
partner_network,85,9,9
partner_network,18,52,9
partner_network,38,19,9
partner_network,34,10,10
partner_network,59,53,10
partner_network,19,25,10
partner_network,42,6,10
partner_network,28,14,10
partner_network,34,15,10
partner_network,61,9,10
partner_network,63,8,10
partner_network,42,22,10
partner_network,44,55,10
partner_network,20,25,10
partner_network,42,26,10
partner_network,28,54,10
partner_network,54,7,10
partner_network,8,2,10
partner_network,21,0,10
partner_network,47,13,10
partner_network,8,5,10
partner_network,8,12,10
partner_network,8,9,10
partner_network,39,22,10
partner_network,39,26,10
partner_network,66,29,10
partner_network,9,2,10
partner_network,47,25,10
partner_network,35,10,10
partner_network,30,5,10
partner_network,35,23,10
partner_network,35,28,10
partner_network,35,26,10
partner_network,69,12,10
partner_network,22,50,10
partner_network,56,6,10
partner_network,43,6,10
partner_network,11,19,10
partner_network,49,6,10
partner_network,36,6,10
partner_network,11,50,10
partner_network,11,53,10
partner_network,24,4,10
partner_network,12,29,10
partner_network,31,26,10
partner_network,12,53,10
partner_network,49,17,10
partner_network,13,5,10
partner_network,31,25,10
partner_network,24,9,10
partner_network,74,7,10
partner_network,24,8,10
partner_network,24,7,10
partner_network,24,48,10
partner_network,40,53,10
partner_network,40,55,10
partner_network,24,54,10
partner_network,14,11,10
partner_network,14,13,10
partner_network,14,17,10
partner_network,25,9,10
partner_network,14,28,10
partner_network,58,11,10
partner_network,14,56,10
partner_network,14,55,10
partner_network,53,10,10
partner_network,41,8,10
partner_network,15,5,10
partner_network,32,11,10
partner_network,32,14,10
partner_network,15,21,10
partner_network,15,55,10
partner_network,16,14,10
partner_network,16,17,10
partner_network,26,11,10
partner_network,16,20,10
partner_network,26,10,10
partner_network,26,27,10
partner_network,16,51,10
partner_network,55,8,10
partner_network,50,53,10
partner_network,33,26,10
partner_network,27,17,10
partner_network,18,25,10
partner_network,84,0,10
partner_network,41,55,10
partner_network,28,10,11
partner_network,31,9,11
partner_network,61,8,11
partner_network,34,49,11
partner_network,21,6,11
partner_network,29,27,11
partner_network,22,52,11
partner_network,8,54,11
partner_network,29,54,11
partner_network,35,6,11
partner_network,21,49,11
partner_network,9,13,11
partner_network,30,0,11
partner_network,30,8,11
partner_network,47,53,11
partner_network,30,37,11
partner_network,11,24,11
partner_network,40,17,11
partner_network,11,51,11
partner_network,36,9,11
partner_network,30,53,11
partner_network,12,22,11
partner_network,40,23,11
partner_network,31,10,11
partner_network,24,6,11
partner_network,24,15,11
partner_network,46,11,11
partner_network,46,5,11
partner_network,31,53,11
partner_network,14,26,11
partner_network,58,6,11
partner_network,14,53,11
partner_network,15,13,11
partner_network,15,16,11
partner_network,15,17,11
partner_network,44,6,11
partner_network,15,27,11
partner_network,15,29,11
partner_network,44,10,11
partner_network,25,53,11
partner_network,44,7,11
partner_network,16,13,11
partner_network,16,55,11
partner_network,34,8,11
partner_network,26,12,11
partner_network,16,21,11
partner_network,26,18,11
partner_network,26,52,11
partner_network,41,34,11
partner_network,17,14,11
partner_network,17,17,11
partner_network,33,10,11
partner_network,17,34,11
partner_network,27,23,11
partner_network,38,7,11
partner_network,27,52,11
partner_network,42,8,12
partner_network,28,6,12
partner_network,28,7,12
partner_network,28,51,12
partner_network,28,15,12
partner_network,54,10,12
partner_network,42,11,12
partner_network,34,30,12
partner_network,20,23,12
partner_network,29,6,12
partner_network,29,9,12
partner_network,8,10,12
partner_network,29,50,12
partner_network,31,8,12
partner_network,47,24,12
partner_network,29,52,12
partner_network,22,7,12
partner_network,45,13,12
partner_network,30,10,12
partner_network,9,52,12
partner_network,22,32,12
partner_network,50,17,12
partner_network,11,26,12
partner_network,30,26,12
partner_network,10,55,12
partner_network,23,8,12
partner_network,40,6,12
partner_network,12,25,12
partner_network,43,10,12
partner_network,40,8,12
partner_network,11,54,12
partner_network,12,17,12
partner_network,12,21,12
partner_network,12,55,12
partner_network,12,56,12
partner_network,13,11,12
partner_network,13,21,12
partner_network,24,11,12
partner_network,13,19,12
partner_network,45,56,12
partner_network,25,5,12
partner_network,25,8,12
partner_network,14,20,12
partner_network,25,12,12
partner_network,41,7,12
partner_network,44,11,12
partner_network,25,52,12
partner_network,26,8,12
partner_network,26,22,12
partner_network,26,23,12
partner_network,44,17,12
partner_network,26,49,12
partner_network,33,8,12
partner_network,17,15,12
partner_network,33,25,12
partner_network,33,53,12
partner_network,19,28,13
partner_network,64,11,13
partner_network,47,9,13
partner_network,29,10,13
partner_network,8,4,13
partner_network,9,5,13
partner_network,35,11,13
partner_network,9,9,13
partner_network,30,11,13
partner_network,10,13,13
partner_network,30,14,13
partner_network,30,16,13
partner_network,10,52,13
partner_network,11,15,13
partner_network,11,17,13
partner_network,11,29,13
partner_network,43,9,13
partner_network,31,6,13
partner_network,12,14,13
partner_network,12,52,13
partner_network,12,51,13
partner_network,13,15,13
partner_network,13,22,13
partner_network,13,55,13
partner_network,46,7,13
partner_network,25,4,13
partner_network,14,9,13
partner_network,14,14,13
partner_network,14,29,13
partner_network,15,9,13
partner_network,15,11,13
partner_network,15,26,13
partner_network,16,9,13
partner_network,26,53,13
partner_network,27,12,13
partner_network,27,7,13
partner_network,27,8,13
partner_network,28,9,14
partner_network,29,12,14
partner_network,8,8,14
partner_network,29,53,14
partner_network,9,4,14
partner_network,29,55,14
partner_network,10,4,14
partner_network,10,3,14
partner_network,22,53,14
partner_network,31,7,14
partner_network,23,7,14
partner_network,23,6,14
partner_network,43,12,14
partner_network,12,10,14
partner_network,14,5,14
partner_network,13,14,14
partner_network,13,26,14
partner_network,51,30,14
partner_network,24,55,14
partner_network,14,10,14
partner_network,14,7,14
partner_network,27,56,14
partner_network,7,6,15
partner_network,8,6,15
partner_network,9,10,15
partner_network,30,9,15
partner_network,9,54,15
partner_network,10,12,15
partner_network,10,18,15
partner_network,12,26,15
partner_network,40,5,15
partner_network,11,18,15
partner_network,11,16,15
partner_network,11,21,15
partner_network,30,54,15
partner_network,12,20,15
partner_network,32,10,15
partner_network,27,53,15
partner_network,29,11,16
partner_network,8,7,16
partner_network,9,12,16
partner_network,10,14,16
partner_network,30,6,16
partner_network,10,50,16
partner_network,31,11,16
partner_network,13,54,16
partner_network,46,8,16
partner_network,14,8,16
partner_network,15,6,16
partner_network,44,9,16
partner_network,38,6,16
partner_network,0,0,16
partner_network,51,12,17
partner_network,20,11,17
partner_network,28,55,17
partner_network,15,12,17
partner_network,26,9,17
partner_network,27,11,17
partner_network,29,7,18
partner_network,35,9,18
partner_network,12,13,18
partner_network,12,49,18
partner_network,14,15,18
partner_network,27,6,18
partner_network,28,11,19
partner_network,28,53,19
partner_network,29,8,19
partner_network,10,5,19
partner_network,10,10,19
partner_network,11,13,19
partner_network,11,5,19
partner_network,12,5,19
partner_network,13,7,19
partner_network,13,6,19
partner_network,26,6,19
partner_network,11,55,20
partner_network,12,6,20
partner_network,13,8,20
partner_network,16,29,20
partner_network,27,10,20
partner_network,10,9,21
partner_network,11,12,21
partner_network,12,8,21
partner_network,12,12,21
partner_network,12,9,22
partner_network,13,12,22
partner_network,26,7,22
partner_network,10,53,23
partner_network,11,6,23
partner_network,25,6,23
partner_network,9,7,24
partner_network,11,11,24
partner_network,12,7,24
partner_network,13,9,25
partner_network,13,10,25
partner_network,28,8,27
partner_network,11,10,27
partner_network,9,8,28
partner_network,10,8,28
partner_network,10,11,28
partner_network,10,7,29
partner_network,11,8,29
partner_network,9,6,31
partner_network,12,11,31
partner_network,10,6,32
partner_network,11,7,38
partner_network,11,9,43
revenue_streams,20,60,1
revenue_streams,38,30,1
revenue_streams,46,23,1
revenue_streams,36,0,1
revenue_streams,46,32,1
revenue_streams,21,17,1
revenue_streams,46,27,1
revenue_streams,49,84,1
revenue_streams,11,56,1
revenue_streams,46,36,1
revenue_streams,46,39,1
revenue_streams,46,40,1
revenue_streams,46,45,1
revenue_streams,46,44,1
revenue_streams,0,96,1
revenue_streams,46,89,1
revenue_streams,46,55,1
revenue_streams,46,54,1
revenue_streams,11,68,1
revenue_streams,46,61,1
revenue_streams,46,62,1
revenue_streams,46,63,1
revenue_streams,46,72,1
revenue_streams,11,64,1
revenue_streams,46,87,1
revenue_streams,11,67,1
revenue_streams,46,77,1
revenue_streams,46,81,1
revenue_streams,46,86,1
revenue_streams,46,83,1
revenue_streams,47,35,1
revenue_streams,34,1,1
revenue_streams,11,87,1
revenue_streams,47,3,1
revenue_streams,47,11,1
revenue_streams,11,86,1
revenue_streams,11,77,1
revenue_streams,47,28,1
revenue_streams,20,51,1
revenue_streams,47,26,1
revenue_streams,11,85,1
revenue_streams,20,42,1
revenue_streams,12,5,1
revenue_streams,47,55,1
revenue_streams,12,3,1
revenue_streams,47,44,1
revenue_streams,47,39,1
revenue_streams,11,90,1
revenue_streams,47,54,1
revenue_streams,47,49,1
revenue_streams,47,48,1
revenue_streams,12,16,1
revenue_streams,47,53,1
revenue_streams,47,60,1
revenue_streams,47,61,1
revenue_streams,12,28,1
revenue_streams,47,62,1
revenue_streams,48,35,1
revenue_streams,30,72,1
revenue_streams,20,77,1
revenue_streams,48,84,1
revenue_streams,33,87,1
revenue_streams,12,62,1
revenue_streams,47,79,1
revenue_streams,47,89,1
revenue_streams,47,81,1
revenue_streams,47,82,1
revenue_streams,12,39,1
revenue_streams,48,17,1
revenue_streams,48,15,1
revenue_streams,48,18,1
revenue_streams,48,31,1
revenue_streams,48,24,1
revenue_streams,12,44,1
revenue_streams,48,28,1
revenue_streams,33,83,1
revenue_streams,48,37,1
revenue_streams,48,45,1
revenue_streams,12,53,1
revenue_streams,48,47,1
revenue_streams,48,58,1
revenue_streams,48,53,1
revenue_streams,20,64,1
revenue_streams,48,52,1
revenue_streams,12,61,1
revenue_streams,12,51,1
revenue_streams,20,67,1
revenue_streams,48,57,1
revenue_streams,48,56,1
revenue_streams,20,69,1
revenue_streams,48,68,1
revenue_streams,48,61,1
revenue_streams,48,64,1
revenue_streams,48,67,1
revenue_streams,48,65,1
revenue_streams,30,75,1
revenue_streams,12,56,1
revenue_streams,20,70,1
revenue_streams,48,70,1
revenue_streams,48,75,1
revenue_streams,12,57,1
revenue_streams,48,78,1
revenue_streams,36,76,1
revenue_streams,49,82,1
revenue_streams,30,87,1
revenue_streams,48,86,1
revenue_streams,49,14,1
revenue_streams,49,30,1
revenue_streams,20,83,1
revenue_streams,49,7,1
revenue_streams,13,19,1
revenue_streams,49,10,1
revenue_streams,20,82,1
revenue_streams,20,79,1
revenue_streams,12,64,1
revenue_streams,21,15,1
revenue_streams,49,11,1
revenue_streams,49,15,1
revenue_streams,32,59,1
revenue_streams,12,70,1
revenue_streams,12,69,1
revenue_streams,49,29,1
revenue_streams,30,81,1
revenue_streams,33,84,1
revenue_streams,12,74,1
revenue_streams,20,85,1
revenue_streams,49,25,1
revenue_streams,12,81,1
revenue_streams,21,7,1
revenue_streams,49,33,1
revenue_streams,49,35,1
revenue_streams,21,8,1
revenue_streams,49,41,1
revenue_streams,49,56,1
revenue_streams,49,45,1
revenue_streams,21,14,1
revenue_streams,12,78,1
revenue_streams,49,50,1
revenue_streams,12,85,1
revenue_streams,13,11,1
revenue_streams,12,83,1
revenue_streams,49,66,1
revenue_streams,12,89,1
revenue_streams,49,65,1
revenue_streams,12,88,1
revenue_streams,49,63,1
revenue_streams,49,71,1
revenue_streams,49,69,1
revenue_streams,13,9,1
revenue_streams,49,77,1
revenue_streams,49,73,1
revenue_streams,25,64,1
revenue_streams,13,28,1
revenue_streams,0,91,1
revenue_streams,28,71,1
revenue_streams,21,20,1
revenue_streams,50,5,1
revenue_streams,50,2,1
revenue_streams,13,24,1
revenue_streams,28,67,1
revenue_streams,50,12,1
revenue_streams,50,24,1
revenue_streams,50,18,1
revenue_streams,50,21,1
revenue_streams,13,31,1
revenue_streams,25,62,1
revenue_streams,50,32,1
revenue_streams,13,30,1
revenue_streams,50,36,1
revenue_streams,50,46,1
revenue_streams,21,28,1
revenue_streams,50,72,1
revenue_streams,50,58,1
revenue_streams,50,65,1
revenue_streams,50,71,1
revenue_streams,50,69,1
revenue_streams,0,7,1
revenue_streams,50,90,1
revenue_streams,50,85,1
revenue_streams,51,7,1
revenue_streams,51,4,1
revenue_streams,51,12,1
revenue_streams,51,17,1
revenue_streams,51,20,1
revenue_streams,51,25,1
revenue_streams,13,45,1
revenue_streams,51,23,1
revenue_streams,13,49,1
revenue_streams,51,29,1
revenue_streams,51,31,1
revenue_streams,51,37,1
revenue_streams,51,41,1
revenue_streams,51,45,1
revenue_streams,51,49,1
revenue_streams,0,2,1
revenue_streams,51,66,1
revenue_streams,51,52,1
revenue_streams,51,59,1
revenue_streams,51,56,1
revenue_streams,13,55,1
revenue_streams,51,58,1
revenue_streams,28,75,1
revenue_streams,51,65,1
revenue_streams,21,40,1
revenue_streams,32,77,1
revenue_streams,13,72,1
revenue_streams,13,69,1
revenue_streams,0,90,1
revenue_streams,0,20,1
revenue_streams,13,74,1
revenue_streams,51,78,1
revenue_streams,38,16,1
revenue_streams,0,18,1
revenue_streams,13,71,1
revenue_streams,51,75,1
revenue_streams,0,17,1
revenue_streams,0,15,1
revenue_streams,52,58,1
revenue_streams,35,85,1
revenue_streams,0,24,1
revenue_streams,52,9,1
revenue_streams,51,81,1
revenue_streams,25,78,1
revenue_streams,51,79,1
revenue_streams,0,21,1
revenue_streams,0,30,1
revenue_streams,0,26,1
revenue_streams,52,0,1
revenue_streams,51,83,1
revenue_streams,0,31,1
revenue_streams,0,34,1
revenue_streams,0,33,1
revenue_streams,52,5,1
revenue_streams,0,45,1
revenue_streams,13,82,1
revenue_streams,13,78,1
revenue_streams,14,5,1
revenue_streams,52,12,1
revenue_streams,0,43,1
revenue_streams,14,2,1
revenue_streams,14,18,1
revenue_streams,14,17,1
revenue_streams,0,47,1
revenue_streams,35,82,1
revenue_streams,14,6,1
revenue_streams,14,7,1
revenue_streams,0,51,1
revenue_streams,14,14,1
revenue_streams,21,51,1
revenue_streams,36,75,1
revenue_streams,21,57,1
revenue_streams,52,57,1
revenue_streams,0,89,1
revenue_streams,0,56,1
revenue_streams,0,70,1
revenue_streams,52,33,1
revenue_streams,52,32,1
revenue_streams,52,30,1
revenue_streams,52,27,1
revenue_streams,52,37,1
revenue_streams,0,88,1
revenue_streams,14,33,1
revenue_streams,25,89,1
revenue_streams,21,76,1
revenue_streams,0,75,1
revenue_streams,21,79,1
revenue_streams,21,75,1
revenue_streams,52,55,1
revenue_streams,52,48,1
revenue_streams,21,85,1
revenue_streams,36,74,1
revenue_streams,0,87,1
revenue_streams,0,79,1
revenue_streams,52,44,1
revenue_streams,52,54,1
revenue_streams,0,85,1
revenue_streams,35,83,1
revenue_streams,52,53,1
revenue_streams,0,82,1
revenue_streams,22,0,1
revenue_streams,52,65,1
revenue_streams,2,47,1
revenue_streams,1,11,1
revenue_streams,14,52,1
revenue_streams,56,67,1
revenue_streams,1,3,1
revenue_streams,3,71,1
revenue_streams,52,61,1
revenue_streams,14,64,1
revenue_streams,29,53,1
revenue_streams,1,32,1
revenue_streams,1,19,1
revenue_streams,1,29,1
revenue_streams,52,71,1
revenue_streams,52,67,1
revenue_streams,52,68,1
revenue_streams,1,24,1
revenue_streams,14,51,1
revenue_streams,52,69,1
revenue_streams,14,50,1
revenue_streams,14,49,1
revenue_streams,22,13,1
revenue_streams,53,5,1
revenue_streams,14,63,1
revenue_streams,1,73,1
revenue_streams,26,12,1
revenue_streams,52,77,1
revenue_streams,52,80,1
revenue_streams,1,41,1
revenue_streams,52,84,1
revenue_streams,1,53,1
revenue_streams,1,58,1
revenue_streams,26,13,1
revenue_streams,1,55,1
revenue_streams,1,62,1
revenue_streams,1,67,1
revenue_streams,1,63,1
revenue_streams,14,62,1
revenue_streams,2,4,1
revenue_streams,37,79,1
revenue_streams,53,7,1
revenue_streams,1,76,1
revenue_streams,26,27,1
revenue_streams,1,87,1
revenue_streams,2,2,1
revenue_streams,1,90,1
revenue_streams,15,7,1
revenue_streams,14,70,1
revenue_streams,53,10,1
revenue_streams,53,8,1
revenue_streams,2,11,1
revenue_streams,2,44,1
revenue_streams,2,25,1
revenue_streams,32,83,1
revenue_streams,2,21,1
revenue_streams,53,17,1
revenue_streams,53,11,1
revenue_streams,2,24,1
revenue_streams,2,23,1
revenue_streams,14,68,1
revenue_streams,53,24,1
revenue_streams,22,29,1
revenue_streams,14,75,1
revenue_streams,53,27,1
revenue_streams,14,77,1
revenue_streams,14,76,1
revenue_streams,2,27,1
revenue_streams,36,1,1
revenue_streams,2,33,1
revenue_streams,15,5,1
revenue_streams,2,30,1
revenue_streams,53,38,1
revenue_streams,53,40,1
revenue_streams,15,4,1
revenue_streams,14,87,1
revenue_streams,14,92,1
revenue_streams,2,90,1
revenue_streams,2,60,1
revenue_streams,15,15,1
revenue_streams,2,50,1
revenue_streams,37,60,1
revenue_streams,3,70,1
revenue_streams,54,32,1
revenue_streams,53,48,1
revenue_streams,15,10,1
revenue_streams,53,57,1
revenue_streams,2,57,1
revenue_streams,53,56,1
revenue_streams,2,62,1
revenue_streams,2,61,1
revenue_streams,22,43,1
revenue_streams,15,18,1
revenue_streams,15,16,1
revenue_streams,2,73,1
revenue_streams,2,71,1
revenue_streams,53,54,1
revenue_streams,15,21,1
revenue_streams,29,30,1
revenue_streams,2,65,1
revenue_streams,2,64,1
revenue_streams,53,53,1
revenue_streams,15,26,1
revenue_streams,53,68,1
revenue_streams,53,62,1
revenue_streams,53,60,1
revenue_streams,53,65,1
revenue_streams,15,25,1
revenue_streams,2,77,1
revenue_streams,53,79,1
revenue_streams,53,77,1
revenue_streams,53,84,1
revenue_streams,3,18,1
revenue_streams,15,36,1
revenue_streams,2,92,1
revenue_streams,2,91,1
revenue_streams,3,31,1
revenue_streams,3,69,1
revenue_streams,36,78,1
revenue_streams,54,9,1
revenue_streams,3,2,1
revenue_streams,2,93,1
revenue_streams,3,17,1
revenue_streams,3,16,1
revenue_streams,3,3,1
revenue_streams,3,10,1
revenue_streams,3,15,1
revenue_streams,15,39,1
revenue_streams,54,14,1
revenue_streams,3,20,1
revenue_streams,3,19,1
revenue_streams,3,30,1
revenue_streams,3,21,1
revenue_streams,54,13,1
revenue_streams,3,29,1
revenue_streams,54,12,1
revenue_streams,15,48,1
revenue_streams,54,30,1
revenue_streams,15,52,1
revenue_streams,3,33,1
revenue_streams,54,16,1
revenue_streams,15,51,1
revenue_streams,22,69,1
revenue_streams,3,45,1
revenue_streams,3,39,1
revenue_streams,3,41,1
revenue_streams,3,40,1
revenue_streams,15,53,1
revenue_streams,33,0,1
revenue_streams,22,65,1
revenue_streams,3,58,1
revenue_streams,22,63,1
revenue_streams,22,64,1
revenue_streams,3,54,1
revenue_streams,54,26,1
revenue_streams,3,66,1
revenue_streams,3,60,1
revenue_streams,54,53,1
revenue_streams,55,35,1
revenue_streams,4,35,1
revenue_streams,4,79,1
revenue_streams,54,36,1
revenue_streams,4,2,1
revenue_streams,15,65,1
revenue_streams,54,52,1
revenue_streams,38,3,1
revenue_streams,54,44,1
revenue_streams,3,83,1
revenue_streams,15,79,1
revenue_streams,3,90,1
revenue_streams,54,48,1
revenue_streams,54,49,1
revenue_streams,54,50,1
revenue_streams,15,66,1
revenue_streams,22,74,1
revenue_streams,54,57,1
revenue_streams,4,6,1
revenue_streams,22,77,1
revenue_streams,54,77,1
revenue_streams,22,76,1
revenue_streams,54,59,1
revenue_streams,15,69,1
revenue_streams,54,75,1
revenue_streams,4,7,1
revenue_streams,4,26,1
revenue_streams,22,81,1
revenue_streams,22,85,1
revenue_streams,4,20,1
revenue_streams,54,68,1
revenue_streams,4,23,1
revenue_streams,54,72,1
revenue_streams,54,71,1
revenue_streams,37,0,1
revenue_streams,54,70,1
revenue_streams,23,0,1
revenue_streams,4,30,1
revenue_streams,4,40,1
revenue_streams,4,43,1
revenue_streams,55,0,1
revenue_streams,15,83,1
revenue_streams,16,10,1
revenue_streams,55,34,1
revenue_streams,4,38,1
revenue_streams,4,77,1
revenue_streams,54,80,1
revenue_streams,55,15,1
revenue_streams,16,8,1
revenue_streams,55,3,1
revenue_streams,55,8,1
revenue_streams,55,7,1
revenue_streams,16,4,1
revenue_streams,4,48,1
revenue_streams,55,13,1
revenue_streams,55,9,1
revenue_streams,4,63,1
revenue_streams,4,57,1
revenue_streams,26,54,1
revenue_streams,16,13,1
revenue_streams,4,62,1
revenue_streams,26,55,1
revenue_streams,4,61,1
revenue_streams,16,15,1
revenue_streams,16,19,1
revenue_streams,55,28,1
revenue_streams,4,71,1
revenue_streams,4,70,1
revenue_streams,4,72,1
revenue_streams,5,64,1
revenue_streams,16,35,1
revenue_streams,56,65,1
revenue_streams,55,37,1
revenue_streams,55,36,1
revenue_streams,38,51,1
revenue_streams,26,72,1
revenue_streams,55,53,1
revenue_streams,5,29,1
revenue_streams,4,80,1
revenue_streams,55,38,1
revenue_streams,36,81,1
revenue_streams,36,84,1
revenue_streams,5,14,1
revenue_streams,4,90,1
revenue_streams,55,45,1
revenue_streams,5,10,1
revenue_streams,5,2,1
revenue_streams,4,93,1
revenue_streams,5,3,1
revenue_streams,5,9,1
revenue_streams,55,54,1
revenue_streams,26,66,1
revenue_streams,5,21,1
revenue_streams,55,57,1
revenue_streams,55,73,1
revenue_streams,56,0,1
revenue_streams,55,64,1
revenue_streams,55,71,1
revenue_streams,55,69,1
revenue_streams,5,23,1
revenue_streams,36,44,1
revenue_streams,23,16,1
revenue_streams,55,89,1
revenue_streams,55,80,1
revenue_streams,55,79,1
revenue_streams,5,36,1
revenue_streams,56,6,1
revenue_streams,56,5,1
revenue_streams,56,17,1
revenue_streams,56,14,1
revenue_streams,56,10,1
revenue_streams,56,13,1
revenue_streams,5,34,1
revenue_streams,5,41,1
revenue_streams,56,28,1
revenue_streams,56,21,1
revenue_streams,56,27,1
revenue_streams,16,36,1
revenue_streams,26,85,1
revenue_streams,26,74,1
revenue_streams,56,26,1
revenue_streams,56,23,1
revenue_streams,26,84,1
revenue_streams,56,45,1
revenue_streams,16,43,1
revenue_streams,16,49,1
revenue_streams,16,42,1
revenue_streams,5,43,1
revenue_streams,56,33,1
revenue_streams,56,32,1
revenue_streams,56,38,1
revenue_streams,56,43,1
revenue_streams,5,47,1
revenue_streams,5,46,1
revenue_streams,26,83,1
revenue_streams,16,48,1
revenue_streams,26,78,1
revenue_streams,26,80,1
revenue_streams,56,52,1
revenue_streams,56,58,1
revenue_streams,6,20,1
revenue_streams,56,75,1
revenue_streams,56,74,1
revenue_streams,57,70,1
revenue_streams,57,37,1
revenue_streams,42,15,1
revenue_streams,58,70,1
revenue_streams,56,70,1
revenue_streams,56,71,1
revenue_streams,56,73,1
revenue_streams,56,77,1
revenue_streams,56,79,1
revenue_streams,23,57,1
revenue_streams,17,44,1
revenue_streams,56,85,1
revenue_streams,57,35,1
revenue_streams,6,15,1
revenue_streams,57,5,1
revenue_streams,5,84,1
revenue_streams,5,82,1
revenue_streams,16,56,1
revenue_streams,16,55,1
revenue_streams,57,9,1
revenue_streams,57,8,1
revenue_streams,57,17,1
revenue_streams,57,16,1
revenue_streams,57,31,1
revenue_streams,16,60,1
revenue_streams,57,28,1
revenue_streams,57,27,1
revenue_streams,57,24,1
revenue_streams,57,25,1
revenue_streams,5,93,1
revenue_streams,16,59,1
revenue_streams,16,72,1
revenue_streams,57,41,1
revenue_streams,57,67,1
revenue_streams,41,85,1
revenue_streams,16,65,1
revenue_streams,16,67,1
revenue_streams,16,76,1
revenue_streams,16,73,1
revenue_streams,57,43,1
revenue_streams,38,72,1
revenue_streams,57,54,1
revenue_streams,38,75,1
revenue_streams,38,74,1
revenue_streams,33,82,1
revenue_streams,38,77,1
revenue_streams,6,25,1
revenue_streams,38,76,1
revenue_streams,6,24,1
revenue_streams,16,74,1
revenue_streams,16,75,1
revenue_streams,38,81,1
revenue_streams,39,0,1
revenue_streams,39,1,1
revenue_streams,57,66,1
revenue_streams,16,83,1
revenue_streams,16,80,1
revenue_streams,17,0,1
revenue_streams,41,83,1
revenue_streams,39,8,1
revenue_streams,57,58,1
revenue_streams,16,84,1
revenue_streams,6,31,1
revenue_streams,57,65,1
revenue_streams,57,82,1
revenue_streams,57,73,1
revenue_streams,6,50,1
revenue_streams,38,36,1
revenue_streams,6,35,1
revenue_streams,57,81,1
revenue_streams,6,89,1
revenue_streams,57,90,1
revenue_streams,39,55,1
revenue_streams,58,68,1
revenue_streams,58,1,1
revenue_streams,6,43,1
revenue_streams,57,87,1
revenue_streams,6,47,1
revenue_streams,58,21,1
revenue_streams,17,19,1
revenue_streams,39,41,1
revenue_streams,6,53,1
revenue_streams,17,22,1
revenue_streams,17,20,1
revenue_streams,58,12,1
revenue_streams,58,10,1
revenue_streams,58,8,1
revenue_streams,39,51,1
revenue_streams,58,17,1
revenue_streams,39,49,1
revenue_streams,58,31,1
revenue_streams,6,74,1
revenue_streams,6,63,1
revenue_streams,58,35,1
revenue_streams,37,68,1
revenue_streams,6,88,1
revenue_streams,58,34,1
revenue_streams,6,70,1
revenue_streams,58,32,1
revenue_streams,39,63,1
revenue_streams,6,73,1
revenue_streams,39,60,1
revenue_streams,58,33,1
revenue_streams,6,72,1
revenue_streams,17,35,1
revenue_streams,39,68,1
revenue_streams,39,65,1
revenue_streams,6,86,1
revenue_streams,58,36,1
revenue_streams,58,38,1
revenue_streams,58,42,1
revenue_streams,58,47,1
revenue_streams,58,45,1
revenue_streams,39,79,1
revenue_streams,58,44,1
revenue_streams,6,78,1
revenue_streams,6,76,1
revenue_streams,39,82,1
revenue_streams,6,85,1
revenue_streams,39,81,1
revenue_streams,58,54,1
revenue_streams,39,80,1
revenue_streams,40,0,1
revenue_streams,58,61,1
revenue_streams,58,58,1
revenue_streams,58,59,1
revenue_streams,6,83,1
revenue_streams,7,4,1
revenue_streams,17,61,1
revenue_streams,59,41,1
revenue_streams,58,78,1
revenue_streams,60,12,1
revenue_streams,58,76,1
revenue_streams,29,73,1
revenue_streams,40,13,1
revenue_streams,58,73,1
revenue_streams,58,74,1
revenue_streams,58,72,1
revenue_streams,59,3,1
revenue_streams,24,9,1
revenue_streams,7,3,1
revenue_streams,58,80,1
revenue_streams,59,1,1
revenue_streams,58,84,1
revenue_streams,58,81,1
revenue_streams,58,82,1
revenue_streams,58,87,1
revenue_streams,59,22,1
revenue_streams,40,30,1
revenue_streams,59,8,1
revenue_streams,59,12,1
revenue_streams,40,36,1
revenue_streams,59,14,1
revenue_streams,59,37,1
revenue_streams,18,14,1
revenue_streams,40,39,1
revenue_streams,59,29,1
revenue_streams,7,18,1
revenue_streams,7,6,1
revenue_streams,31,85,1
revenue_streams,59,34,1
revenue_streams,7,17,1
revenue_streams,59,32,1
revenue_streams,40,68,1
revenue_streams,60,10,1
revenue_streams,59,44,1
revenue_streams,7,27,1
revenue_streams,59,49,1
revenue_streams,40,56,1
revenue_streams,7,25,1
